,Condition,genes,Method,replicate,Step,time_s,mem_gb
2674,fasttree_genetrees_200_non,200,TreePL+CASTLES-Pro,38,Branch length estimation,3.04,0.053796
2675,fasttree_genetrees_200_non,200,TreePL+CASTLES-Pro,38,Dating,11.51,0.031188
2676,fasttree_genetrees_200_non,200,TreePL+CASTLES-Pro,39,Branch length estimation,2.61,0.053868
2677,fasttree_genetrees_200_non,200,TreePL+CASTLES-Pro,39,Dating,15.41,0.030924
2678,fasttree_genetrees_200_non,200,TreePL+CASTLES-Pro,40,Branch length estimation,3.42,0.053856
2679,fasttree_genetrees_200_non,200,TreePL+CASTLES-Pro,40,Dating,15.63,0.033428
2680,fasttree_genetrees_200_non,200,TreePL+CASTLES-Pro,41,Branch length estimation,3.07,0.053856
2681,fasttree_genetrees_200_non,200,TreePL+CASTLES-Pro,41,Dating,14.22,0.033732
2682,fasttree_genetrees_200_non,200,TreePL+CASTLES-Pro,42,Branch length estimation,3.38,0.053852
2683,fasttree_genetrees_200_non,200,TreePL+CASTLES-Pro,42,Dating,11.52,0.03066
2684,fasttree_genetrees_200_non,200,TreePL+CASTLES-Pro,43,Branch length estimation,2.99,0.05386
2685,fasttree_genetrees_200_non,200,TreePL+CASTLES-Pro,43,Dating,10.27,0.03092
2686,fasttree_genetrees_200_non,200,TreePL+CASTLES-Pro,44,Branch length estimation,2.7,0.053872
2687,fasttree_genetrees_200_non,200,TreePL+CASTLES-Pro,44,Dating,14.24,0.03244
2688,fasttree_genetrees_200_non,200,TreePL+CASTLES-Pro,45,Branch length estimation,3.37,0.053784
2689,fasttree_genetrees_200_non,200,TreePL+CASTLES-Pro,45,Dating,10.58,0.03138
2690,fasttree_genetrees_200_non,200,TreePL+CASTLES-Pro,46,Branch length estimation,3.55,0.05386
2691,fasttree_genetrees_200_non,200,TreePL+CASTLES-Pro,46,Dating,11.36,0.029644
2692,fasttree_genetrees_200_non,200,TreePL+CASTLES-Pro,47,Branch length estimation,2.72,0.053864
2693,fasttree_genetrees_200_non,200,TreePL+CASTLES-Pro,47,Dating,15.53,0.031648
2694,fasttree_genetrees_200_non,200,TreePL+CASTLES-Pro,48,Branch length estimation,2.67,0.05384
2695,fasttree_genetrees_200_non,200,TreePL+CASTLES-Pro,48,Dating,13.45,0.030636
2696,fasttree_genetrees_200_non,200,TreePL+CASTLES-Pro,49,Branch length estimation,2.55,0.053836
2697,fasttree_genetrees_200_non,200,TreePL+CASTLES-Pro,49,Dating,22.0,0.0298
2698,fasttree_genetrees_200_non,200,TreePL+CASTLES-Pro,50,Branch length estimation,2.77,0.053868
2699,fasttree_genetrees_200_non,200,TreePL+CASTLES-Pro,50,Dating,14.26,0.032744
2700,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,1,Branch length estimation,0.73,0.014804
2701,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,1,Dating,28.8,0.032552
2702,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,2,Branch length estimation,0.56,0.014808
2703,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,2,Dating,13.84,0.029356
2704,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,3,Branch length estimation,0.7,0.014804
2705,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,3,Dating,12.74,0.031384
2706,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,4,Branch length estimation,0.62,0.014804
2707,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,4,Dating,15.65,0.030132
2708,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,5,Branch length estimation,0.61,0.014804
2709,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,5,Dating,15.59,0.031636
2710,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,6,Branch length estimation,0.58,0.014804
2711,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,6,Dating,10.01,0.031384
2712,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,7,Branch length estimation,0.63,0.0148
2713,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,7,Dating,11.79,0.034216
2714,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,8,Branch length estimation,0.77,0.014788
2715,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,8,Dating,12.32,0.03218
2716,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,9,Branch length estimation,0.55,0.014808
2717,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,9,Dating,14.74,0.031188
2718,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,10,Branch length estimation,0.63,0.014812
2719,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,10,Dating,15.22,0.034216
2720,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,11,Branch length estimation,0.61,0.014828
2721,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,11,Dating,14.73,0.031912
2722,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,12,Branch length estimation,0.62,0.014808
2723,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,12,Dating,9.86,0.031644
2724,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,13,Branch length estimation,0.58,0.014844
2725,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,13,Dating,15.1,0.031688
2726,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,14,Branch length estimation,0.63,0.014868
2727,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,14,Dating,13.81,0.031912
2728,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,15,Branch length estimation,0.62,0.01484
2729,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,15,Dating,15.0,0.030592
2730,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,16,Branch length estimation,0.69,0.014808
2731,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,16,Dating,11.93,0.031188
2732,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,17,Branch length estimation,0.6,0.014804
2733,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,17,Dating,14.59,0.030924
2734,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,18,Branch length estimation,0.59,0.014808
2735,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,18,Dating,11.45,0.034276
2736,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,19,Branch length estimation,0.6,0.014792
2737,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,19,Dating,11.73,0.032172
2738,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,20,Branch length estimation,0.62,0.015072
2739,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,20,Dating,11.69,0.03342
2740,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,21,Branch length estimation,0.71,0.01506
2741,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,21,Dating,14.27,0.029908
2742,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,22,Branch length estimation,0.63,0.014868
2743,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,22,Dating,16.32,0.030172
2744,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,23,Branch length estimation,0.58,0.014844
2745,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,23,Dating,14.59,0.029868
2746,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,24,Branch length estimation,0.64,0.014808
2747,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,24,Dating,15.62,0.033692
2748,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,25,Branch length estimation,0.74,0.014808
2749,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,25,Dating,10.77,0.032436
2750,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,26,Branch length estimation,0.75,0.014912
2751,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,26,Dating,14.75,0.032968
2752,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,27,Branch length estimation,0.65,0.014804
2753,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,27,Dating,11.11,0.029644
2754,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,28,Branch length estimation,0.6,0.014808
2755,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,28,Dating,16.09,0.031912
2756,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,29,Branch length estimation,0.67,0.014804
2757,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,29,Dating,14.17,0.033692
2758,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,30,Branch length estimation,0.58,0.014872
2759,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,30,Dating,12.54,0.031116
2760,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,31,Branch length estimation,0.73,0.014804
2761,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,31,Dating,15.74,0.03012
2762,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,32,Branch length estimation,0.64,0.015052
2763,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,32,Dating,11.61,0.030396
2764,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,33,Branch length estimation,0.58,0.014808
2765,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,33,Dating,10.54,0.031452
2766,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,34,Branch length estimation,0.66,0.014808
2767,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,34,Dating,10.84,0.032216
2768,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,35,Branch length estimation,0.61,0.014804
2769,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,35,Dating,10.85,0.030924
2770,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,36,Branch length estimation,0.68,0.014876
2771,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,36,Dating,10.64,0.030392
2772,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,37,Branch length estimation,0.56,0.0148
2773,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,37,Dating,14.16,0.030132
2774,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,38,Branch length estimation,0.69,0.014788
2775,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,38,Dating,17.25,0.03112
2776,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,39,Branch length estimation,0.63,0.014876
2777,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,39,Dating,15.84,0.03112
2778,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,40,Branch length estimation,0.8,0.014876
2779,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,40,Dating,15.17,0.03112
2780,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,41,Branch length estimation,0.72,0.014804
2781,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,41,Dating,15.1,0.032444
2782,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,42,Branch length estimation,0.84,0.014808
2783,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,42,Dating,12.15,0.030924
2784,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,43,Branch length estimation,0.7,0.014804
2785,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,43,Dating,14.54,0.032252
2786,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,44,Branch length estimation,0.66,0.014844
2787,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,44,Dating,14.42,0.03244
2788,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,45,Branch length estimation,0.74,0.014832
2789,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,45,Dating,10.1,0.033756
2790,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,46,Branch length estimation,0.63,0.014804
2791,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,46,Dating,11.01,0.031644
2792,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,47,Branch length estimation,0.64,0.014876
2793,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,47,Dating,15.72,0.030856
2794,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,48,Branch length estimation,0.63,0.01482
2795,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,48,Dating,11.0,0.032444
2796,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,49,Branch length estimation,0.61,0.014836
2797,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,49,Dating,20.23,0.03
2798,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,50,Branch length estimation,0.65,0.014812
2799,fasttree_genetrees_200_non,50,TreePL+CASTLES-Pro,50,Dating,16.37,0.030328
2800,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),1,Branch length estimation,51.39,1.553648
2801,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),1,Dating,1.27,0.030144
2802,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),2,Branch length estimation,102.66,1.628224
2803,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),2,Dating,0.99,0.029624
2804,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),3,Branch length estimation,23.41,1.002512
2805,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),3,Dating,1.06,0.030672
2806,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),4,Branch length estimation,64.17,1.497232
2807,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),4,Dating,1.17,0.030144
2808,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),5,Branch length estimation,94.6,1.49364
2809,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),5,Dating,1.28,0.032464
2810,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),6,Branch length estimation,26.99,1.108032
2811,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),6,Dating,0.68,0.030868
2812,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),7,Branch length estimation,25.19,1.053192
2813,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),7,Dating,1.08,0.031152
2814,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),8,Branch length estimation,15.91,0.748208
2815,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),8,Dating,1.27,0.029884
2816,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),9,Branch length estimation,77.09,2.013492
2817,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),9,Dating,1.22,0.030152
2818,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),10,Branch length estimation,74.72,1.791852
2819,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),10,Dating,1.12,0.029888
2820,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),11,Branch length estimation,64.0,1.736592
2821,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),11,Dating,1.3,0.031664
2822,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),12,Branch length estimation,50.15,1.422864
2823,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),12,Dating,0.77,0.038376
2824,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),13,Branch length estimation,131.57,1.618544
2825,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),13,Dating,1.18,0.029608
2826,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),14,Branch length estimation,86.52,1.452816
2827,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),14,Dating,1.17,0.034508
2828,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),15,Branch length estimation,70.08,1.443768
2829,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),15,Dating,1.12,0.0337
2830,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),16,Branch length estimation,55.42,1.750228
2831,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),16,Dating,1.13,0.03246
2832,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),17,Branch length estimation,21.38,0.921404
2833,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),17,Dating,1.1,0.032184
2834,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),18,Branch length estimation,151.18,1.637604
2835,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),18,Dating,0.79,0.029892
2836,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),19,Branch length estimation,46.05,0.810856
2837,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),19,Dating,1.11,0.030664
2838,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),20,Branch length estimation,222.0,1.531592
2839,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),20,Dating,1.18,0.03244
2840,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),21,Branch length estimation,30.97,1.138816
2841,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),21,Dating,1.3,0.032468
2842,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),22,Branch length estimation,117.91,1.078428
2843,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),22,Dating,1.23,0.03016
2844,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),23,Branch length estimation,148.56,1.41156
2845,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),23,Dating,1.16,0.031408
2846,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),24,Branch length estimation,213.56,1.674096
2847,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),24,Dating,1.11,0.034508
2848,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),25,Branch length estimation,52.8,0.967628
2849,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),25,Dating,1.03,0.0299
2850,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),26,Branch length estimation,235.62,1.596008
2851,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),26,Dating,1.15,0.03344
2852,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),27,Branch length estimation,82.03,1.423448
2853,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),27,Dating,1.2,0.0327
2854,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),28,Branch length estimation,122.97,1.71858
2855,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),28,Dating,1.13,0.032976
2856,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),29,Branch length estimation,94.0,1.423864
2857,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),29,Dating,1.28,0.032972
2858,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),30,Branch length estimation,32.83,1.26178
2859,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),30,Dating,0.75,0.031204
2860,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),31,Branch length estimation,81.39,1.435404
2861,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),31,Dating,1.03,0.030876
2862,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),32,Branch length estimation,30.97,0.970324
2863,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),32,Dating,0.93,0.032924
2864,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),33,Branch length estimation,99.65,1.537464
2865,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),33,Dating,1.35,0.033348
2866,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),34,Branch length estimation,95.49000000000001,1.37984
2867,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),34,Dating,1.07,0.031672
2868,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),35,Branch length estimation,66.31,1.575888
2869,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),35,Dating,1.25,0.030668
2870,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),36,Branch length estimation,64.44,1.183228
2871,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),36,Dating,1.15,0.031724
2872,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),37,Branch length estimation,31.7,1.1095
2873,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),37,Dating,1.06,0.031932
2874,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),38,Branch length estimation,30.92,0.903576
2875,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),38,Dating,0.91,0.032904
2876,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),39,Branch length estimation,63.66,1.609564
2877,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),39,Dating,1.07,0.031644
2878,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),40,Branch length estimation,87.22,1.390136
2879,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),40,Dating,1.05,0.033968
2880,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),41,Branch length estimation,124.08,1.554872
2881,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),41,Dating,1.2,0.03042
2882,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),42,Branch length estimation,54.63,1.319004
2883,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),42,Dating,1.18,0.031912
2884,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),43,Branch length estimation,50.62,1.419468
2885,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),43,Dating,0.76,0.032712
2886,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),44,Branch length estimation,108.22,2.068956
2887,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),44,Dating,1.09,0.031672
2888,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),45,Branch length estimation,16.03,0.658768
2889,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),45,Dating,1.13,0.031388
2890,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),46,Branch length estimation,68.02,1.467412
2891,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),46,Dating,0.87,0.031444
2892,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),47,Branch length estimation,87.66,1.641908
2893,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),47,Dating,1.1,0.030604
2894,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),48,Branch length estimation,43.57,1.318908
2895,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),48,Dating,1.17,0.032728
2896,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),49,Branch length estimation,49.58,1.566788
2897,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),49,Dating,1.33,0.02988
2898,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),50,Branch length estimation,109.12,1.711764
2899,fasttree_genetrees_200_non,1000,TreePL+Concat(RAxML),50,Dating,1.25,0.032452
2900,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),1,Branch length estimation,25.31,0.797728
2901,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),1,Dating,17.66,0.031496
2902,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),2,Branch length estimation,27.65,0.838584
2903,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),2,Dating,15.19,0.033168
2904,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),3,Branch length estimation,12.76,0.530108
2905,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),3,Dating,13.91,0.031124
2906,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),4,Branch length estimation,24.26,0.750532
2907,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),4,Dating,16.31,0.030596
2908,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),5,Branch length estimation,25.92,0.771256
2909,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),5,Dating,15.09,0.032708
2910,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),6,Branch length estimation,13.68,0.572132
2911,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),6,Dating,13.43,0.033436
2912,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),7,Branch length estimation,13.13,0.55626
2913,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),7,Dating,9.49,0.03264
2914,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),8,Branch length estimation,11.28,0.38536
2915,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),8,Dating,14.03,0.032712
2916,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),9,Branch length estimation,34.0,1.012592
2917,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),9,Dating,12.95,0.033168
2918,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),10,Branch length estimation,26.89,0.911468
2919,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),10,Dating,14.7,0.0319
2920,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),11,Branch length estimation,31.36,0.876756
2921,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),11,Dating,14.32,0.0307
2922,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),12,Branch length estimation,22.02,0.726964
2923,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),12,Dating,14.45,0.029856
2924,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),13,Branch length estimation,25.03,0.829248
2925,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),13,Dating,15.36,0.030928
2926,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),14,Branch length estimation,35.65,0.737728
2927,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),14,Dating,12.35,0.035492
2928,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),15,Branch length estimation,21.84,0.724312
2929,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),15,Dating,13.93,0.031648
2930,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),16,Branch length estimation,32.83,0.89282
2931,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),16,Dating,14.9,0.032972
2932,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),17,Branch length estimation,12.06,0.485072
2933,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),17,Dating,14.13,0.031176
2934,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),18,Branch length estimation,23.63,0.842648
2935,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),18,Dating,14.05,0.032708
2936,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),19,Branch length estimation,9.73,0.428788
2937,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),19,Dating,14.04,0.034224
2938,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),20,Branch length estimation,31.87,0.779252
2939,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),20,Dating,14.55,0.03396
2940,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),21,Branch length estimation,12.98,0.595268
2941,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),21,Dating,10.69,0.033432
2942,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),22,Branch length estimation,13.55,0.562908
2943,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),22,Dating,15.67,0.031124
2944,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),23,Branch length estimation,27.75,0.721252
2945,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),23,Dating,15.48,0.031704
2946,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),24,Branch length estimation,44.85,0.848944
2947,fasttree_genetrees_200_non,500,TreePL+Concat(RAxML),24,Dating,15.75,0.031388
